日期,最高气温,最低气温,天气,风向
2019-10-27 星期日,17℃,11℃,晴转多云,东风 2级
2019-10-28 星期一,23℃,12℃,晴,南风 2级
2019-11-01 星期五,18℃,14℃,阴转雨,东北风 2级
2019-11-02 星期六,21℃,13℃,晴,东南风 2级
2019-11-03 星期日,21℃,15℃,多云,东南风 1级
2019-11-04 星期一,16℃,14℃,多云转雨,东北风 2级
2019-11-05 星期二,15℃,13℃,多云转雨,东风 2级
2019-11-06 星期三,17℃,12℃,晴,北风 2级
2019-11-07 星期四,19℃,13℃,多云,南风 1级
2019-11-08 星期五,18℃,13℃,阴,东南风 1级
2019-11-09 星期六,16℃,12℃,阴,东北风 1级
2019-11-10 星期日,20℃,13℃,晴转多云,南风 2级
2019-11-11 星期一,19℃,14℃,多云,东北风 1级
2019-11-12 星期二,17℃,13℃,阴,东北风 2级
2019-11-13 星期三,19℃,11℃,多云,东风 2级
2019-11-14 星期四,17℃,8℃,晴,东南风 2级
2019-11-15 星期五,17℃,10℃,晴转多云,东北风 2级
2019-11-16 星期六,17℃,12℃,晴转多云,东风 1级
2019-11-17 星期日,19℃,11℃,晴转多云,东北风 2级
2019-11-18 星期一,11℃,8℃,阴,西南风 2级
2019-11-19 星期二,11℃,7℃,阴,东北风 1级
2019-11-20 星期三,11℃,7℃,多云,东北风 1级
2019-11-21 星期四,13℃,7℃,阴,东南风 1级
2019-11-22 星期五,14℃,9℃,阴,东南风 1级
2019-11-23 星期六,15℃,10℃,多云,北风 2级
2019-11-24 星期日,12℃,8℃,多云转雨,东风 2级
2019-11-25 星期一,11℃,6℃,多云,东南风 2级
2019-11-26 星期二,10℃,5℃,多云,东北风 2级
2019-11-27 星期三,12℃,6℃,阴,东南风 1级
2019-11-28 星期四,10℃,7℃,阴,东风 2级
2019-12-01 星期日,12℃,5℃,阴,西南风 1级
2019-12-02 星期一,12℃,5℃,多云,南风 2级
2019-12-03 星期二,12℃,6℃,多云,东南风 1级
2019-12-04 星期三,12℃,7℃,多云转阴,西南风 1级
2019-12-05 星期四,13℃,7℃,多云转晴,南风 2级
2019-12-06 星期五,12℃,7℃,多云,南风 1级
2019-12-07 星期六,12℃,5℃,阴转多云,东南风 2级
2019-12-08 星期日,13℃,6℃,阴转多云,西南风 1级
2019-12-09 星期一,15℃,7℃,霾转多云,南风 1级
2019-12-10 星期二,15℃,6℃,晴,东南风 1级
2019-12-11 星期三,13℃,9℃,多云转雨,东风 1级
2019-12-12 星期四,13℃,9℃,多云,东南风 1级
2019-12-13 星期五,12℃,8℃,阴,东北风 1级
2019-12-14 星期六,13℃,8℃,多云转晴,东北风 2级
2019-12-15 星期日,13℃,9℃,霾,东北风 1级
2019-12-16 星期一,14℃,9℃,多云,东北风 2级
2019-12-17 星期二,12℃,9℃,多云转雨,东北风 2级
2019-12-18 星期三,11℃,6℃,阴转多云,西风 2级
2019-12-19 星期四,10℃,5℃,阴,东风 2级
2019-12-20 星期五,8℃,6℃,阴,东北风 2级
2019-12-21 星期六,9℃,5℃,阴,东北风 2级
2019-12-22 星期日,9℃,5℃,多云转阴,东风 1级
2019-12-23 星期一,11℃,7℃,阴,东风 1级
2019-12-24 星期二,10℃,6℃,阴,东南风 1级
2019-12-25 星期三,11℃,7℃,阴,北风 2级
2019-12-26 星期四,9℃,5℃,晴,西南风 2级
2019-12-27 星期五,11℃,3℃,阴转多云,南风 2级
2019-12-28 星期六,11℃,4℃,晴,东南风 1级
2018-01-01 星期一,11℃,1℃,阴,西北风 2级
2018-01-02 星期二,12℃,3℃,阴,北风 2级
2018-01-03 星期三,8℃,3℃,阴,北风 2级
2018-01-04 星期四,8℃,2℃,阴,北风 2级
2018-01-05 星期五,6℃,2℃,阴,北风 2级
2018-01-06 星期六,8℃,3℃,多云,北风 2级
2018-01-07 星期日,9℃,0℃,多云,北风 3级
2018-01-08 星期一,8℃,0℃,多云,西北风 3级
2018-01-09 星期二,11℃,-3℃,晴,西风 2级
2018-01-10 星期三,12℃,-2℃,晴,西风 2级
2018-01-11 星期四,13℃,0℃,晴,西风 2级
2018-01-12 星期五,11℃,-1℃,晴,西北风 2级
2018-01-13 星期六,11℃,0℃,晴,西北风 2级
2018-01-14 星期日,12℃,0℃,晴,西北风 2级
2018-01-15 星期一,8℃,2℃,霾,北风 2级
2018-01-16 星期二,17℃,2℃,晴,西风 2级
2018-01-17 星期三,13℃,0℃,晴,西北风 2级
2018-01-18 星期四,11℃,2℃,多云,北风 2级
2018-01-19 星期五,15℃,2℃,晴,西北风 2级
2018-01-20 星期六,12℃,3℃,晴,西北风 2级
2018-01-21 星期日,16℃,2℃,晴,西风 2级
2018-01-22 星期一,11℃,3℃,阴,西北风 2级
2018-01-23 星期二,12℃,4℃,多云,西北风 3级
2018-01-24 星期三,9℃,3℃,阴,北风 3级
2018-01-25 星期四,8℃,2℃,晴,东北风 2级
2018-01-26 星期五,4℃,0℃,多云,北风 2级
2018-01-27 星期六,5℃,0℃,多云,北风 2级
2018-01-28 星期日,9℃,-1℃,多云,北风 2级
2018-02-01 星期四,8℃,-2℃,多云,西北风 2级
2018-02-02 星期五,11℃,1℃,多云,西北风 2级
2018-02-03 星期六,9℃,0℃,多云,西北风 3级
2018-02-04 星期日,6℃,1℃,阴,北风 2级
2018-02-05 星期一,7℃,-1℃,多云,西北风 2级
2018-02-06 星期二,6℃,0℃,多云,西北风 2级
2018-02-07 星期三,9℃,2℃,多云,西北风 2级
2018-02-08 星期四,9℃,2℃,雨,西北风 2级
2018-02-09 星期五,10℃,2℃,雨,北风 2级
2018-02-10 星期六,10℃,3℃,阴,北风 2级
2018-02-11 星期日,9℃,0℃,多云,西北风 3级
2018-02-12 星期一,11℃,2℃,多云,西北风 2级
2018-02-13 星期二,12℃,2℃,多云,西北风 2级
2018-02-14 星期三,12℃,4℃,多云,西北风 2级
2018-02-15 星期四,18℃,4℃,多云,西风 1级
2018-02-16 星期五,17℃,4℃,晴,北风 2级
2018-02-17 星期六,17℃,8℃,晴,北风 3级
2018-02-18 星期日,14℃,7℃,多云,北风 2级
2018-02-19 星期一,17℃,6℃,多云,西北风 2级
2018-02-20 星期二,18℃,7℃,多云,北风 2级
2018-02-21 星期三,11℃,5℃,阴,北风 2级
2018-02-22 星期四,14℃,5℃,多云,北风 2级
2018-02-23 星期五,13℃,5℃,阴,北风 2级
2018-02-24 星期六,19℃,6℃,阴,西北风 2级
2018-02-25 星期日,20℃,8℃,多云,西北风 2级
2018-02-26 星期一,15℃,10℃,阴,北风 2级
2018-02-27 星期二,20℃,9℃,多云,北风 2级
2018-02-28 星期三,21℃,10℃,多云,西北风 2级
2018-03-01 星期四,24℃,12℃,晴,西北风 2级
2018-03-02 星期五,23℃,12℃,多云,北风 2级
2018-03-03 星期六,22℃,11℃,多云,东北风 2级
2018-03-04 星期日,17℃,14℃,阴,东北风 2级
2018-03-05 星期一,15℃,11℃,雨,北风 2级
2018-03-06 星期二,14℃,8℃,雨,北风 2级
2018-03-07 星期三,19℃,8℃,阴,北风 2级
2018-03-08 星期四,21℃,7℃,多云,西北风 1级
2018-03-09 星期五,23℃,7℃,多云,北风 2级
2018-03-10 星期六,19℃,9℃,阴,北风 2级
2018-03-11 星期日,19℃,10℃,阴,北风 1级
2018-03-12 星期一,21℃,11℃,阴,东北风 1级
2018-03-13 星期二,22℃,11℃,阴,北风 1级
2018-03-14 星期三,26℃,11℃,多云,南风 1级
2018-03-15 星期四,27℃,11℃,多云,东风 2级
2018-03-16 星期五,22℃,15℃,雨,北风 3级
2018-03-17 星期六,18℃,13℃,多云,东北风 3级
2018-03-18 星期日,19℃,12℃,多云,东北风 2级
2018-03-19 星期一,23℃,11℃,多云,西风 2级
2018-03-20 星期二,19℃,10℃,阴,东北风 2级
2018-03-21 星期三,19℃,11℃,阴,西北风 1级
2018-03-22 星期四,24℃,12℃,多云,西北风 1级
2018-03-23 星期五,20℃,12℃,多云,东北风 2级
2018-03-24 星期六,19℃,13℃,阴,东北风 2级
2018-03-25 星期日,23℃,13℃,多云,北风 2级
2018-03-26 星期一,22℃,13℃,阴,西南风 1级
2018-03-27 星期二,24℃,13℃,阴,南风 2级
2018-03-28 星期三,25℃,13℃,晴,东南风 2级
2018-04-01 星期日,27℃,14℃,多云,西南风 2级
2018-04-02 星期一,30℃,14℃,晴,南风 2级
2018-04-03 星期二,31℃,17℃,多云,东风 2级
2018-04-04 星期三,31℃,14℃,雨,东北风 2级
2018-04-05 星期四,20℃,12℃,阴,东北风 3级
2018-04-06 星期五,14℃,8℃,阴,东北风 2级
2018-04-07 星期六,21℃,8℃,多云,西南风 2级
2018-04-08 星期日,24℃,10℃,多云,西风 2级
2018-04-09 星期一,26℃,13℃,多云,北风 2级
2018-04-10 星期二,28℃,15℃,阴,北风 2级
2018-04-11 星期三,29℃,20℃,阴,北风 2级
2018-04-12 星期四,24℃,16℃,阴,东北风 3级
2018-04-13 星期五,21℃,9℃,雨,北风 3级
2018-04-14 星期六,16℃,11℃,阴,西北风 2级
2018-04-15 星期日,20℃,10℃,阴,西风 2级
2018-04-16 星期一,26℃,10℃,晴,南风 2级
2018-04-17 星期二,27℃,13℃,阴,东北风 2级
2018-04-18 星期三,30℃,16℃,多云,北风 2级
2018-04-19 星期四,29℃,20℃,雨,东北风 2级
2018-04-20 星期五,27℃,18℃,雨,东北风 2级
2018-04-21 星期六,28℃,18℃,多云,北风 1级
2018-04-22 星期日,30℃,18℃,多云,北风 2级
2018-04-23 星期一,24℃,20℃,雨,北风 2级
2018-04-24 星期二,21℃,14℃,阴,东北风 3级
2018-04-25 星期三,23℃,14℃,多云,北风 2级
2018-04-26 星期四,28℃,14℃,多云,西南风 1级
2018-04-27 星期五,27℃,15℃,多云,东南风 1级
2018-04-28 星期六,27℃,16℃,阴,北风 2级
2018-05-01 星期二,26℃,18℃,阴,西北风 2级
2018-05-02 星期三,29℃,21℃,阴,南风 2级
2018-05-03 星期四,27℃,17℃,阴,东风 1级
2018-05-04 星期五,27℃,17℃,雨,东风 2级
2018-05-05 星期六,24℃,17℃,雨,北风 2级
2018-05-06 星期日,27℃,15℃,雨,西风 2级
2018-05-07 星期一,27℃,15℃,多云,北风 2级
2018-05-08 星期二,24℃,19℃,阴,东北风 2级
2018-05-09 星期三,17℃,15℃,雨,东北风 3级
2018-05-10 星期四,19℃,15℃,雨,东北风 2级
2018-05-11 星期五,28℃,16℃,阴,西南风 2级
2018-05-12 星期六,29℃,16℃,阴,西南风 2级
2018-05-13 星期日,28℃,16℃,多云,南风 2级
2018-05-14 星期一,31℃,18℃,多云,东北风 2级
2018-05-15 星期二,34℃,19℃,晴,东北风 2级
2018-05-16 星期三,35℃,21℃,雨,东北风 2级
2018-05-17 星期四,27℃,22℃,阴,东北风 3级
2018-05-18 星期五,30℃,20℃,阴,南风 1级
2018-05-19 星期六,29℃,21℃,雨,东北风 2级
2018-05-20 星期日,31℃,21℃,多云,北风 2级
2018-05-21 星期一,30℃,17℃,雨,东北风 3级
2018-05-22 星期二,25℃,15℃,阴,西南风 3级
2018-05-23 星期三,25℃,12℃,阴,东风 2级
2018-05-24 星期四,27℃,16℃,阴,北风 2级
2018-05-25 星期五,31℃,19℃,阴,西北风 1级
2018-05-26 星期六,23℃,17℃,阴,东北风 3级
2018-05-27 星期日,30℃,16℃,多云,西风 2级
2018-05-28 星期一,28℃,16℃,多云,南风 2级
2018-06-01 星期五,24℃,18℃,多云转小雨,北风 2级
2018-06-02 星期六,25℃,18℃,阴,西南风 1级
2018-06-03 星期日,23℃,18℃,小雨,北风 2级
2018-06-04 星期一,29℃,17℃,阴,西南风 2级
2018-06-05 星期二,32℃,18℃,多云,南风 2级
2018-06-06 星期三,33℃,18℃,多云,西南风 2级
2018-06-07 星期四,31℃,21℃,雨,东北风 2级
2018-06-08 星期五,26℃,17℃,多云,北风 2级
2018-06-09 星期六,28℃,17℃,多云,西风 2级
2018-06-10 星期日,31℃,17℃,多云,西南风 2级
2018-06-11 星期一,22℃,20℃,小雨到中雨,北风 2级
2018-06-12 星期二,28℃,20℃,多云,南风 1级
2018-06-13 星期三,28℃,21℃,阴,西南风 2级
2018-06-14 星期四,29℃,20℃,阴,南风 2级
2018-06-15 星期五,24℃,20℃,多云,西南风 2级
2018-06-16 星期六,25℃,19℃,阴,东北风 2级
2018-06-17 星期日,26℃,19℃,多云,东北风 2级
2018-06-18 星期一,31℃,20℃,小雨,东北风 2级
2018-06-19 星期二,31℃,22℃,多云,西北风 1级
2018-06-20 星期三,33℃,22℃,小雨,东北风 2级
2018-06-21 星期四,26℃,22℃,多云,东北风 2级
2018-06-22 星期五,32℃,22℃,阴,东北风 2级
2018-06-23 星期六,30℃,23℃,中雨到大雨,东风 1级
2018-06-24 星期日,27℃,22℃,中雨,东北风 2级
2018-06-25 星期一,29℃,22℃,中雨到大雨,东北风 2级
2018-06-26 星期二,28℃,23℃,中雨到大雨,东北风 3级
2018-06-27 星期三,30℃,23℃,中雨到大雨,东北风 2级
2018-06-28 星期四,32℃,23℃,中雨到大雨,东北风 2级
2018-07-01 星期日,31℃,24℃,中雨,东风 1级
2018-07-02 星期一,25℃,22℃,中雨到大雨,东北风 3级
2018-07-03 星期二,27℃,22℃,多云,北风 2级
2018-07-04 星期三,28℃,22℃,阴,北风 2级
2018-07-05 星期四,31℃,22℃,小雨,北风 2级
2018-07-06 星期五,32℃,24℃,阴,北风 2级
2018-07-07 星期六,31℃,24℃,阴转小雨,北风 2级
2018-07-08 星期日,25℃,21℃,小雨到中雨,北风 2级
2018-07-09 星期一,23℃,20℃,阴转小雨,东北风 2级
2018-07-10 星期二,26℃,22℃,小雨到中雨,北风 2级
2018-07-11 星期三,26℃,22℃,多云转小雨,北风 3级
2018-07-12 星期四,28℃,22℃,雨,西北风 1级
2018-07-13 星期五,31℃,23℃,小雨到中雨,北风 1级
2018-07-14 星期六,31℃,23℃,中雨到大雨,东北风 2级
2018-07-15 星期日,29℃,23℃,中雨到大雨,东北风 2级
2018-07-16 星期一,29℃,22℃,雨,东北风 2级
2018-07-17 星期二,31℃,23℃,中雨到大雨,东北风 1级
2018-07-18 星期三,34℃,24℃,中雨,东北风 2级
2018-07-19 星期四,30℃,25℃,中雨,东北风 2级
2018-07-20 星期五,35℃,25℃,小雨到大雨,东北风 2级
2018-07-21 星期六,35℃,25℃,小雨到中雨,北风 2级
2018-07-22 星期日,32℃,24℃,小雨到中雨,北风 1级
2018-07-23 星期一,31℃,25℃,小雨到中雨,东北风 1级
2018-07-24 星期二,32℃,24℃,小雨到大雨,北风 1级
2018-07-25 星期三,34℃,24℃,小雨到中雨,东风 1级
2018-07-26 星期四,33℃,23℃,中雨到大雨,东北风 1级
2018-07-27 星期五,29℃,23℃,雨,东北风 2级
2018-07-28 星期六,31℃,24℃,中雨到大雨,东北风 1级
2018-08-01 星期三,28℃,22℃,中雨,东北风 1级
2018-08-02 星期四,28℃,22℃,雨,东北风 2级
2018-08-03 星期五,30℃,23℃,雨,北风 2级
2018-08-04 星期六,33℃,24℃,雨,东风 1级
2018-08-05 星期日,32℃,24℃,小雨到中雨,南风 1级
2018-08-06 星期一,34℃,24℃,小雨到中雨,南风 1级
2018-08-07 星期二,30℃,24℃,阴,东风 1级
2018-08-08 星期三,31℃,23℃,中雨到大雨,东北风 2级
2018-08-09 星期四,30℃,23℃,中雨,东北风 2级
2018-08-10 星期五,31℃,23℃,中雨,东北风 2级
2018-08-11 星期六,31℃,23℃,中雨,东南风 2级
2018-08-12 星期日,32℃,23℃,小雨到大雨,南风 1级
2018-08-13 星期一,33℃,24℃,多云,东南风 2级
2018-08-14 星期二,33℃,23℃,小雨到中雨,南风 1级
2018-08-15 星期三,36℃,24℃,小雨到中雨,北风 1级
2018-08-16 星期四,32℃,26℃,雨,东北风 2级
2018-08-17 星期五,35℃,24℃,小雨到大雨,西北风 1级
2018-08-18 星期六,33℃,23℃,小雨到中雨,东南风 2级
2018-08-19 星期日,35℃,23℃,晴,南风 1级
2018-08-20 星期一,36℃,24℃,小雨到中雨,东南风 2级
2018-08-21 星期二,35℃,24℃,小雨到大雨,东北风 2级
2018-08-22 星期三,32℃,24℃,多云,西风 3级
2018-08-23 星期四,34℃,22℃,多云,东风 1级
2018-08-24 星期五,29℃,23℃,多云转小雨,东风 1级
2018-08-25 星期六,30℃,23℃,小雨到中雨,北风 2级
2018-08-26 星期日,34℃,24℃,多云,东北风 2级
2018-08-27 星期一,33℃,23℃,晴,北风 1级
2018-08-28 星期二,34℃,23℃,晴,北风 1级
2018-09-01 星期六,31℃,25℃,阴,东北风 2级
2018-09-02 星期日,34℃,24℃,多云,东北风 3级
2018-09-03 星期一,31℃,24℃,晴,北风 2级
2018-09-04 星期二,31℃,24℃,多云,东北风 1级
2018-09-05 星期三,26℃,21℃,多云,东北风 3级
2018-09-06 星期四,28℃,20℃,阴,西南风 2级
2018-09-07 星期五,27℃,19℃,多云,西南风 2级
2018-09-08 星期六,27℃,18℃,阴,南风 1级
2018-09-09 星期日,22℃,18℃,多云,东北风 2级
2018-09-10 星期一,21℃,17℃,阴,北风 1级
2018-09-11 星期二,22℃,17℃,多云,东风 1级
2018-09-12 星期三,23℃,17℃,阴,东风 1级
2018-09-13 星期四,23℃,17℃,多云,东北风 2级
2018-09-14 星期五,23℃,17℃,多云,东北风 1级
2018-09-15 星期六,24℃,18℃,晴,北风 2级
2018-09-16 星期日,26℃,17℃,晴,西风 1级
2018-09-17 星期一,27℃,18℃,多云,东风 2级
2018-09-18 星期二,25℃,19℃,多云,东北风 2级
2018-09-19 星期三,27℃,19℃,多云,东北风 2级
2018-09-20 星期四,27℃,20℃,晴,西北风 2级
2018-09-21 星期五,28℃,19℃,多云,西南风 2级
2018-09-22 星期六,28℃,19℃,多云,东风 1级
2018-09-23 星期日,25℃,20℃,小雨,东风 1级
2018-09-24 星期一,22℃,19℃,多云,东北风 2级
2018-09-25 星期二,23℃,16℃,阴转小雨,东北风 2级
2018-09-26 星期三,21℃,17℃,晴,东北风 2级
2018-09-27 星期四,21℃,16℃,多云,东北风 2级
2018-09-28 星期五,25℃,16℃,多云,西风 1级
2018-10-01 星期一,22℃,16℃,阴,西风 2级
2018-10-02 星期二,19℃,13℃,阴,西北风 2级
2018-10-03 星期三,19℃,13℃,多云,西南风 1级
2018-10-04 星期四,22℃,13℃,晴,东风 1级
2018-10-05 星期五,21℃,15℃,阴,北风 1级
2018-10-06 星期六,21℃,15℃,小雨,东北风 2级
2018-10-07 星期日,20℃,15℃,多云,东北风 2级
2018-10-08 星期一,18℃,14℃,中雨,北风 2级
2018-10-09 星期二,24℃,13℃,晴,西风 2级
2018-10-10 星期三,24℃,12℃,多云,西南风 1级
2018-10-11 星期四,19℃,13℃,多云,北风 2级
2018-10-12 星期五,17℃,14℃,阴,北风 1级
2018-10-13 星期六,17℃,14℃,阴,东北风 2级
2018-10-14 星期日,18℃,12℃,小雨,北风 2级
2018-10-15 星期一,21℃,13℃,阴,西风 1级
2018-10-16 星期二,20℃,13℃,多云,西北风 1级
2018-10-17 星期三,18℃,14℃,小雨,西北风 2级
2018-10-18 星期四,16℃,13℃,中雨,东北风 2级
2018-10-19 星期五,15℃,13℃,小雨,北风 2级
2018-10-20 星期六,15℃,13℃,阴,东北风 2级
2018-10-21 星期日,19℃,12℃,多云,西北风 2级
2018-10-22 星期一,20℃,14℃,多云,西北风 1级
2018-10-23 星期二,19℃,13℃,小雨,北风 2级
2018-10-24 星期三,19℃,14℃,小雨,东北风 2级
2018-10-25 星期四,21℃,14℃,晴,西北风 2级
2018-10-26 星期五,22℃,15℃,晴,西北风 2级
2018-10-27 星期六,20℃,15℃,多云,西北风 1级
2018-10-28 星期日,22℃,15℃,多云,西风 2级
2018-11-01 星期四,23℃,13℃,晴,东风 1级
2018-11-02 星期五,22℃,14℃,晴,东北风 1级
2018-11-03 星期六,21℃,14℃,晴,东北风 2级
2018-11-04 星期日,19℃,14℃,阴,东北风 2级
2018-11-05 星期一,16℃,11℃,小雨,北风 2级
2018-11-06 星期二,15℃,9℃,多云,西风 2级
2018-11-07 星期三,13℃,7℃,晴,西北风 2级
2018-11-08 星期四,16℃,5℃,晴,西风 2级
2018-11-09 星期五,15℃,8℃,多云,北风 2级
2018-11-10 星期六,18℃,9℃,晴,西北风 2级
2018-11-11 星期日,17℃,10℃,多云,东北风 1级
2018-11-12 星期一,17℃,12℃,多云,西北风 1级
2018-11-13 星期二,16℃,11℃,多云,西北风 2级
2018-11-14 星期三,15℃,11℃,多云,北风 2级
2018-11-15 星期四,13℃,11℃,小雨,北风 2级
2018-11-16 星期五,11℃,8℃,小雨到中雨,北风 2级
2018-11-17 星期六,9℃,7℃,小雨,北风 2级
2018-11-18 星期日,11℃,4℃,阴,西北风 2级
2018-11-19 星期一,12℃,4℃,多云,西北风 2级
2018-11-20 星期二,12℃,6℃,晴,西北风 2级
2018-11-21 星期三,14℃,8℃,晴,西风 2级
2018-11-22 星期四,14℃,6℃,晴,西北风 2级
2018-11-23 星期五,13℃,6℃,多云,西北风 2级
2018-11-24 星期六,18℃,6℃,晴,西北风 2级
2018-11-25 星期日,18℃,6℃,晴,西北风 1级
2018-11-26 星期一,15℃,7℃,多云,北风 2级
2018-11-27 星期二,18℃,8℃,晴,西北风 2级
2018-11-28 星期三,15℃,8℃,多云,北风 2级
2018-12-01 星期六,15℃,10℃,多云,东北风 1级
2018-12-02 星期日,15℃,10℃,多云,北风 2级
2018-12-03 星期一,15℃,7℃,多云,西北风 2级
2018-12-04 星期二,13℃,8℃,阴,北风 2级
2018-12-05 星期三,12℃,7℃,晴,北风 2级
2018-12-06 星期四,11℃,7℃,小雨,北风 3级
2018-12-07 星期五,7℃,3℃,多云,东北风 3级
2018-12-08 星期六,5℃,1℃,多云,北风 2级
2018-12-09 星期日,5℃,2℃,多云,北风 2级
2018-12-10 星期一,6℃,2℃,晴,西北风 2级
2018-12-11 星期二,10℃,2℃,晴,西北风 2级
2018-12-12 星期三,9℃,3℃,多云,西北风 2级
2018-12-13 星期四,8℃,2℃,阴,西北风 2级
2018-12-14 星期五,8℃,3℃,多云,西北风 2级
2018-12-15 星期六,10℃,4℃,多云,西北风 2级
2018-12-16 星期日,14℃,3℃,晴,西风 2级
2018-12-17 星期一,13℃,4℃,晴,西北风 2级
2018-12-18 星期二,11℃,7℃,多云,西北风 2级
2018-12-19 星期三,11℃,5℃,晴,西北风 1级
2018-12-20 星期四,10℃,6℃,多云,北风 2级
2018-12-21 星期五,13℃,7℃,多云,北风 2级
2018-12-22 星期六,13℃,7℃,晴,北风 2级
2018-12-23 星期日,9℃,6℃,阴,北风 2级
2018-12-24 星期一,8℃,4℃,阴,北风 2级
2018-12-25 星期二,10℃,5℃,多云,西北风 2级
2018-12-26 星期三,10℃,5℃,阴,西北风 2级
2018-12-27 星期四,7℃,5℃,中雨,北风 3级
2018-12-28 星期五,5℃,1℃,雪,东北风 3级
2017-01-01 星期日,12℃,5℃,阴,东北风 1级
2017-01-02 星期一,13℃,2℃,晴,东北风 1级
2017-01-03 星期二,12℃,5℃,阴,东北风 1级
2017-01-04 星期三,12℃,7℃,阴,西南风 1级
2017-01-05 星期四,14℃,5℃,晴,东北风 1级
2017-01-06 星期五,11℃,6℃,阴,北风 1级
2017-01-07 星期六,11℃,6℃,多云,东北风 1级
2017-01-08 星期日,12℃,7℃,阴,东北风 1级
2017-01-09 星期一,10℃,7℃,阵雨,西北风 2级
2017-01-10 星期二,8℃,3℃,小雨,东北风 1级
2017-01-11 星期三,8℃,2℃,阴,东风 1级
2017-01-12 星期四,11℃,1℃,多云,西南风 1级
2017-01-13 星期五,12℃,1℃,晴,东风 1级
2017-01-14 星期六,10℃,4℃,多云,北风 1级
2017-01-15 星期日,10℃,4℃,多云,北风 2级
2017-01-16 星期一,8℃,5℃,小雨,北风 1级
2017-01-17 星期二,9℃,4℃,阴,北风 1级
2017-01-18 星期三,10℃,4℃,小雨,东北风 1级
2017-01-19 星期四,9℃,3℃,阴,北风 1级
2017-01-20 星期五,10℃,3℃,阴,西风 1级
2017-01-21 星期六,13℃,2℃,多云,东南风 1级
2017-01-22 星期日,12℃,4℃,阴,北风 1级
2017-01-23 星期一,12℃,1℃,多云,东北风 1级
2017-01-24 星期二,12℃,2℃,多云,北风 1级
2017-01-25 星期三,13℃,4℃,晴,西风 1级
2017-01-26 星期四,12℃,4℃,多云,东风 1级
2017-01-27 星期五,12℃,4℃,多云,西北风 1级
2017-01-28 星期六,13℃,6℃,阴,北风 1级
2017-02-01 星期三,9℃,5℃,阴,北风 1级
2017-02-02 星期四,10℃,4℃,小雨,东北风 1级
2017-02-03 星期五,12℃,4℃,多云,东风 1级
2017-02-04 星期六,12℃,6℃,晴,北风 1级
2017-02-05 星期日,13℃,6℃,多云,东北风 1级
2017-02-06 星期一,10℃,6℃,阴,北风 1级
2017-02-07 星期二,8℃,4℃,小雨,北风 1级
2017-02-08 星期三,12℃,3℃,多云,北风 1级
2017-02-09 星期四,10℃,5℃,多云,东风 1级
2017-02-10 星期五,10℃,5℃,小雨,东北风 1级
2017-02-11 星期六,11℃,4℃,阴,南风 1级
2017-02-12 星期日,12℃,5℃,晴,东北风 1级
2017-02-13 星期一,12℃,6℃,阴,北风 1级
2017-02-14 星期二,14℃,4℃,阴,南风 1级
2017-02-15 星期三,15℃,6℃,晴,东北风 1级
2017-02-16 星期四,14℃,7℃,多云,北风 2级
2017-02-17 星期五,18℃,5℃,多云,东北风 1级
2017-02-18 星期六,17℃,6℃,阴,东北风 1级
2017-02-19 星期日,19℃,4℃,晴,东北风 1级
2017-02-20 星期一,17℃,8℃,阴,东北风 2级
2017-02-21 星期二,11℃,6℃,小雨,东风 1级
2017-02-22 星期三,12℃,5℃,阴,东风 1级
2017-02-23 星期四,10℃,4℃,阴,西南风 1级
2017-02-24 星期五,12℃,5℃,多云,东南风 1级
2017-02-25 星期六,13℃,4℃,多云,南风 1级
2017-02-26 星期日,12℃,3℃,阴,东北风 1级
2017-02-27 星期一,13℃,4℃,多云,东北风 1级
2017-02-28 星期二,15℃,3℃,多云,北风 1级
2017-03-01 星期三,16℃,6℃,多云,南风 2级
2017-03-02 星期四,14℃,7℃,阴,东北风 2级
2017-03-03 星期五,13℃,7℃,多云,东北风 2级
2017-03-06 星期一,13℃,7℃,阴,东北风 2级
2017-03-07 星期二,14℃,6℃,阴,东北风 1级
2017-03-08 星期三,15℃,6℃,多云,东北风 1级
2017-03-09 星期四,14℃,7℃,小雨,北风 2级
2017-03-10 星期五,14℃,8℃,阴,北风 1级
2017-03-11 星期六,16℃,9℃,阴,东北风 1级
2017-03-12 星期日,13℃,8℃,阴,北风 2级
2017-03-13 星期一,13℃,6℃,小雨,东风 1级
2017-03-14 星期二,12℃,7℃,阴,北风 2级
2017-03-15 星期三,13℃,5℃,阴,东北风 1级
2017-03-16 星期四,15℃,6℃,多云,东北风 1级
2017-03-17 星期五,15℃,7℃,多云,东北风 1级
2017-03-18 星期六,15℃,8℃,阴,北风 2级
2017-03-19 星期日,14℃,7℃,小雨,北风 2级
2017-03-20 星期一,20℃,10℃,晴,东风 1级
2017-03-21 星期二,15℃,10℃,小雨,北风 2级
2017-03-22 星期三,15℃,11℃,小雨,北风 2级
2017-03-23 星期四,16℃,11℃,小雨,西风 3级
2017-03-24 星期五,15℃,8℃,阴,北风 1级
2017-03-25 星期六,15℃,6℃,阴,东风 1级
2017-03-26 星期日,19℃,6℃,多云,东南风 1级
2017-03-27 星期一,21℃,8℃,多云,东南风 2级
2017-03-28 星期二,21℃,11℃,多云,东南风 1级
2017-03-29 星期三,21℃,11℃,小雨,东北风 3级
2017-03-30 星期四,21℃,12℃,多云,东风 1级
2017-04-01 星期六,21℃,13℃,阴,东北风 2级
